uid,iid,score,review,date
423,179,4.0,"Great brunch and breakfast options without the buffet wait. Skillets, omelets, pancakes, Benedict's and more. Atmosphere is casual with many TV's and 80's music.",2016-12-19 19:15:52
181,37,5.0,"Whoa! This was an unexpected last meal while in town. Yelp helped me sort restaurants,  and when I saw BBQ towards the top of the list..decision was easy. 

The meats here are truly outstanding. Brisket was amazing...great crusty bark and beautiful smoke ring on the tender beef. The pork ribs have to be in my top 2 best of all time, up there with LA BBQ. The sausage went down nice and smooth. Not too spicy, good snap from the casing, and slightly coarse ground beef and pork blend. That's the texas trinity,  and I never expected to have it be so good in Arizona. Bravo!

Sides: I tried the beans, potato salad, and grits.  Beans were slightly too thick for me. Very hearty if you like it that way. Potato salad was a tiny bit undercooked.  Just personal preference for me..i like it easier to bite through. Grits were awesome though, really tasty!

Make sure to get here early. We arrived at 10:30AM on a Saturday and didn't sit down to eat till 12:30.",2017-12-02 20:05:08
764,152,5.0,Soto is hands down amazing! My roommates and I would go every week to see him and have him make us our sushi. Without fail every week. I have recently moved out of Vegas and now live in AZ. My husband I have look everywhere for sushi like his and have been disappointed every time. Now when I go visit Vegas I will always stop and see him where ever he goes!,2017-06-28 02:35:58
1016,102,5.0,Holy! A must try if you haven't  I had the Kangnam dog and the angry kimchi fries and both are delish!!!,2014-01-17 19:50:43
84,76,3.0,"Is it good? Couldn't really tell over the heat. I knew this going in, I like spicy and often think places under estimate how spicy they think their food is. Not here. I had enchiladas, they were spicy. Service was great, atmosphere in the restaurant is colorful. It is a great experience but probably won't make it onto the regular rotation.",2013-05-07 04:54:55
400,238,3.0,"Good food, great ambience, but can be easily made at home for a lot cheaper. Milk tea with boba was good.",2014-04-01 02:23:53
933,338,5.0,Amazing place. Stopped here for lunch today and we walked up to the register and was greeted by a very friendly gentleman who was more than happy to show me why this place is better than robertos. And after the food was ready he even served us! Food is great and itss a great atmosphere.,2015-03-08 00:27:50
742,107,5.0,"We can only add to all the other great yelps- this place is a keeper.  Great food at equally great prices.  Always a wait but worth it.  I would love to have a fabulous deli like this in my neighborhood- it is the ""real deal!""",2015-11-18 21:26:08
23,22,5.0,"Ikea....an experience!

I adore Ikea! There is nothing better to me than seeing a piece in it's functionality and how it will work in a room, hence, the showroom.

When you go to Ikea, it is simply a MUST to enjoy the top floor showroom area. What I would have given to have had Ikea in NC when I got my first apartment. Not only are the items affordable but seeing Ikea's recommendations of how to decorate, supply, and organize a living space in 640 sq. feet is a miracle! It totally works and somehow I find myself wanting to go live in a space that small! 

Ikea can be intimidating in it's size and there being SO MUCH STUFF but it is well worth it! I always go to Ikea with a list of items that I am needing for the home and I always find it, while also finding MUCH MORE to leave with. The greatest part of Ikea is the price! There is a reason that you have to get your own furniture items and load your own cars/trucks/vans with your purchases...to save the costs of Ikea! This is a good thing because then the savings are passed along to you, the shopper!

Do yourself a favor, plan a day! Go and spend a few hours upstairs in the showroom, have lunch in the cafe.... rest a bit, then venture downstairs to get all the stuff your heart desires! 

Ikea....an experience!",2012-07-16 00:25:24
237,35,5.0,"Great hotel,

Very welcoming, the hotel is amazing, rooms are very high end and clean!

Love this hotel so far. 

Highly recommended",2018-08-10 08:29:35
1199,160,5.0,The food here is amazing! Love the decor. If you want a truly different and delicious food experience try Empress Taytu. You will will leave happy! Plenty of vegetarian options.,2016-03-18 03:17:56
83,75,2.0,"FIrst let me explain the 2 stars - we decided to try out the sushi after friends said it was good.
We got to Smokin Fins at 6:30 pm thinking we had plenty of time before the Happy Hour menu was over at 7:00 pm. But the wait list was 40 minutes long and we did not get seated until 7:10 pm. Since Happy Hour was over we did not get Happy Hour pricing even though we were waiting on the list for 40 minutes. Left a bad feeling about the service and management. I heard a few other couples expressing their opinions about the same thing but management just said ""Sorry""  Now for the good part. The restaurant had a nice atmosphere and was relaxing inside and outside. The food presentation was impressive.  Service was just OK. The sushi was cut very think and cooked just perfect. If our dinners were not so good we would not return. Since the food was so good, we will give Smokin Fins another chance on our next sushi craving.",2017-05-13 04:46:47
588,24,5.0,"The finest buffet I've ever been to in my entire life. They had all types of seafood from fish, to crab legs, to lobster and and shrimp cocktail. They had all kinds of meats from beef, to lamb to . . . venison? Wow! All delicious, all varieties and all amazing! For a $25 dinner price it was a steal! I dream of ""The Buffet at Bellagio"" to this day.",2010-05-15 03:23:30
289,370,5.0,"We are new to the area and tried Peachtree tonight.  Everything was great!  We had the brisket nacho appetizer- YUM, fried chicken, ribs, mac and cheese, and greens, all wonderful!  Service was great too!  We can't wait to go back!",2015-09-19 00:45:20
475,154,2.0,"This restaurant is so loud inside that one cannot reasonably speak to their dinner companion over the plastic topped booth tables.  The open kitchen adds to the chaos.  We had the sea bass and crabbed stuffed chicken.  Both were dried out and over cooked--possibly pre cooked and put on a warming table.  When I spend $100-150 to go out for dinner, I expect a good ambience, great food, and a full menu.  Except for the service, this restaurant had none of the above.  We suggest other restaurants in this area.",2017-02-19 15:09:41
907,246,5.0,"Maxwells Tavern has NEVER disappointed me once. The staff is absolutely amazing in many ways, they are extremely fast, professional, and caring, they definitely make sure you have the best experience possible. The food is hard to describe with words, everything is cooked to perfection and to your desire. I am know for making complicated orders and they have not once messed up my order. Maxwell's Tavern is by far the best American/ Tavern style restaurant I have been to in North Carolina!",2018-01-23 17:30:28
338,211,5.0,"Great food and service.  The owner is very kind.  Wish they were in south charlotte :).  IMO, they have the best pho",2015-08-30 15:44:28
888,84,4.0,Where else can you get Maine Lobster Eggs Benedict? And it is so delicious!  You can also sit outside by the pool and enjoy a relaxing brunch.,2011-10-27 23:50:47
310,79,5.0,"I have heard of the place for a while and have wanted to try it, but I thought is was way out in b.f.e so I never gave it much thought after that. Shame on me! I went there today for the first with my dad. The place is clean and simple (basic little hole in wall). As soon as you walk in, the staff is nice a friendly and SUPER helpful if you've never been there before. Anyways, the food is what you really wanna know about. This is, hands down, the best Chinese food I have had. The red jade chicken is perfect. Sweet, a little spicy, and crisp from the breading (some places there chicken like that is soggy and not very good). The refried beans are so yummy as well, I just wish they were a little thicker. The fried rice is amazing as well as the carnitas (I know I spelled that wrong) not dry or tough. The hype is real, if you haven't gone, do yourself a favor and do it.",2017-05-26 03:11:45
1395,34,4.0,"I love their large selection of Boba options! In addition to their large selection (some I've never even seen or had before), their staff is incredibly friendly! Because it was my first time, they helped me select which boba flavor and topping to get and their selections and opinions were on point. But what made this place the best was the extremely low prices compared to how large of a portion you get!

Highly recommend this place and I will definitely be stopping by if I'm ever in town again!",2016-07-11 13:27:23
175,288,4.0,"One of my favorite places to get a brew and relax. Great neighborhood feel and always some locals drinking alone at the bar chatting with the bartenders. And I'll tell you what, I love a place where I feel comfortable enough to have a beer by myself without feeling like a raging alcoholic. Very mixed crowd where everyone is welcome. Definitely the right mix of dive bar and neighborhood hangout.",2012-04-02 18:54:48
580,188,1.0,"Checked in as a guest of iHeart Radio and the staff at TheHotel aggressively sold us an upgrade to a 2 bedroom suite at the Mandalay. When we arrived at our upgraded suite it was clearly a room they could not have sold otherwise. The room was right over the tram tracks, close to air conditioners and vent fans, and within spitting distance of the parking ramp. The Mandalay staff told us there was nothing they could do and left us staring at at a couple of acres of a rooftop full of air conditioners and listening to traffic, music, and voices from the street. It wouldn't have been so bad if they hadn't SPECIFICALLY told us that the room would be""high up"" in the hotel. BTW, do NOT believe the glowing description of the suites at the Mandalay. At this point I would move to a decent Marriott Courtyard in a blink.

As I type this I'm listening to an air conditioner fan clanging outside the window and really loud music from somewhere. The room is worn and not that clean either. 

You've been warned.",2013-09-20 21:26:44
844,112,4.0,Good food and beer!  Great place before a game. They serve food as it is done so people will get food at different times. Sounds odd but it works. We shared and tasted different dishes. The time between meals being delivered was not long either. I had the cheddar sausage. Delicious and spicy!  My husband ordered the pierogi flatbread. Not bad but only lightly reminiscent of a pierogi. Enjoyed the CLE Pilsner and Repeater brew. There's indoor and outdoor seating.,2018-07-07 22:02:03
693,319,4.0,Tried smoked chicken and barbacoa beef street tacos. The barbacoa was awesome! Very flavorful! Will try burrito next!,2017-03-03 18:30:11
992,90,5.0,"This place is a GREAT alternative to Tacos El Gordo. In fact, I think this place is much better than Tacos El Gordo. First, the actual venue is very nice. It is very clean, open and hip. I love how they have a line to separate the different meats you want in your tacos/burritos/quesadillas.  Closer to the cash register, is a bar and another line to order fries, nachos, corn, etc... 

The food is delicious but I've only had Carne Asada tacos and Carne Asada fries. I have yet to try the corn and other meats. I'm sure they all taste great as they look delicious on everyone else's plates. 

The venue also has a condiments area in the middle which is very very hearty with salsas, veggies and a few other fresh accompaniments to your food. 

Lastly, the staff is very nice. I especially love the lady that serves in the line where you order your sides and extras (fries, corn, nachos, etc...). She is amazing!",2017-09-09 15:42:32
1254,161,3.0,A nice steakhouse but wasn't a standout for me.  I did enjoy the truffle fries and 7 layer cake.  I'd like to come back with a larger group so I can try more dishes.,2015-12-05 21:51:26
521,69,2.0,Just ok. Not the best choice for breakfast. Very limited menu and the staff is slow. I'd suggest maybe eating lunch here or dinner.,2015-07-28 16:18:46
1058,305,4.0,"This restaurant is definitely a hidden gem located around 20 minutes northwest of the Vegas Strip. We dropped by for a quick brunch, not knowing how long we were going to spend at Red Rock Canyon. I knew a lot of  people in the area rave about this place so I definitely had to try it out. It was packed to the brim on a Tuesday morning, which shocked me! They have everything from sandwiches to meats to breads and of course everyone's favorite, their pastries. Service was so/so but I would understand because the restaurant was so busy. There are newspapers in the front that look like daily news but it is actually their gigantic menu so it took us awhile for us to decide what we wanted. 

I ended up getting their Smoked Turkey with Avocado, Tomato, and Bacon, which only comes in the bigger half pound portions. Be warned because I was expecting a small bite but their sandwiches are huge and is pretty much 1.5x meals for me but there is absolutely no sharing! Their turkey was a little dry but I'm glad they didn't skimp on the amount of turkey they gave. I was surprised that they gave a pickle beside the sandwich because I'm a huge fan of pickles but I only ended up eating half of it because of how salty it was. With the sandwich, you have a choice of a side, which I chose potato salad and it was on the creamier side, which I didn't mind.  Overall, busy staff so don't expect good service but the food makes up for it!",2017-02-09 07:56:20
85,77,4.0,"This little gem opened up a few month ago and it is run by the same people that have owned the Amena Cafe on Sahara near O'Bannon St. We started with the hummus ""tapas"" (their tapas are not the Spanish variety of small servings of various culinary concoctions but dippings for pita bread which can be ordered as whole wheat or regular). The pita was nice and warm and the hummus rich and flavorful. The Open Face Eggplant was huge mound of food with many different tastes and could have used a touch more tahini (on the side would have been better) but was freshly made and very good. There was more than enough for two meals. I had never had Shawarma before so I order the chicken and beef in the Combo Special. The chicken was spicy and the ""Halal"" beef was tender and spiced perfectly. The only thing one might want to know is that if you are not into spicy foods tell the staff and the chef will back off on the spices. This is important if you have children or people who don't normally eat spicy foods.  If this is not a concern then have at their offers freely.  The dessert was magnificent...an order of Bakalava was heavenly and the Kunaffe with goat cheese was out-of-this world!!  We had more than enough to take home for another meal.  The decor needs work to give this place a more intimate atmosphere as it was a pizza joint for many years but don't let that stop you from going in. The chairs are not the standard plastic or wood bottoms and it wouldn't take much to get this place a little more elegant. In the meantime go and see Amer and get a taste sensation fix...tell him Nick sent you!",2014-12-17 18:21:11
717,79,5.0,"Yes Chino! The Gods of Chinese, Mexico, and Caribbean fusion have answered my pleas! 

THIS is the chino I know and love, and have frequented since forever. I have in front of me a tin of deliciousness filled to the brim, an extra snickerdoodle, and I'm sporting a gigantic grin that can only be caused by this sort of food euphoria. 

What's more important, the old chino is back on the inside too! And that's what counts right? I was greeted by a friendly girl who offered to help with ordering, and several people were smiling and looked like they were enjoying the bustling Sunday night atmosphere. Speaking of bustling, it was! And it felt great, all sorts of energy in the room and all positive vibes. 

I doubt my previous reviews had anything to do with it, maybe I just got unlucky a few times...but whatever it is, chino is back to its rightful place at the forefront of my mind and heart, and it retakes it's reign as the absolute best and most unique dining experience in Phoenix. 


Here's lookin at you chino, you absolute legend.",2014-02-24 02:06:43
1411,152,1.0,My daughter claims it was an off night but service was bad.  Didn't get what we ordered. The mochi tasted freezer burnt.  We won't be back.,2014-02-17 03:23:45
857,239,5.0,"Ate here for lunch during restaurant week. Portion sizes were perfect (not too big, not too small) and very delicious. A lot of their food is gf and/or vegetarian which is nice. They have a nice outside patio that we are able to eat on, and the service was fast. Definitely try the Mandelbrot blueberry sundae!",2018-07-26 12:24:27
1176,255,3.0,I went back the other day and i have to say i was really impressed...the service was great and the speed of service was amazing......i ordered my usual iced chai and the woman took the time to ask me if i wanted the powder or the liquid and took the time to explain the difference between the two...she seemed to know her stuff....then right after that i got my two croissants and drink....all super fast and with smiles from all the staff...great job management!,2013-09-04 16:26:48
743,267,4.0,"I recommend the shrimp scampi paired with well...anything. This continues to be my very favorite dish after 20 years. My most favorite version is the traditional way it comes with angel hair pasta, but it's also awesome with one of the combination choices, like the herb crusted salmon. And it's hard to go wrong with any of the cheesecake, of course.",2016-05-07 03:18:07
290,197,4.0,"A wonderful view during the night time, and it's free!
Walking to this display, you get to experience the boulevard as well - real fun going into other casinos and observing.
The schedule is about 15-20 minutes per display, so be ready for the crowds. The street level is one of the best spots, if you get a spot near the waters. I recommend the Bellagio stairs for the view, bit of a distance on the side but a good view. Love the extra boom from the splash of the waters falling back onto the pond at the end, pretty neat.
This is definitely one of the free attractions to visit in Vegas, real beautiful sight along with the Vegas night lights. Bring a camera for some memories!",2011-10-30 05:22:48
226,81,3.0,I was a little upset to find that my cake order was not ready at time we had discussed and I had to show them the design! Luckily they were able to get it done in time! Other than that the cake was very tasty! Everyone loved it!,2017-03-03 19:23:49
153,123,5.0,"I had an appointment with the lovely Ana Parker last Friday.
She is extremely talented and very easy to chat with.  She kept referring to my eye color when discussing possible hair color options which I thought was pretty cool!
She gave me a feminine and flattering pixie cut and fresh color with great dimension.
I love it and have gotten so many compliments.
The salon is very zen-like and chill.  The two receptionists I spoke to were very polite and helpful. 
Overall, I had a fabulous experience!",2013-10-24 04:18:15
308,199,5.0,"On my friends bday this past June, we roamed the Las Vegas strip (in the 100+ degree weather) looking for a fun casual place to celebrate. After walking into a few very expensive bars, I suggested Toby Keith's I love this bar and grill not only because I love Toby Keith BUT i also LOVE country music! 

Once we walked in, I knew it was going to be great night! They were playing dance music during the intermission of a live country band! Their drinks were in mason jars, and the beer was only $8 served in a HUGE mason jar! I ordered a round of drinks and our bartender was extremely friendly When I ordered my 2nd round of shots, I engaged in a coversation with mr.bartender who asked what we were doing in vegas all the way from HI. I told him about my friends bday and he did this fun red yellow green 7 shot pour and gave it to us for free! Then he asked me if I wanted to try! Of course I shouted HELL YESS! Most fun ever! 

Pro: 
Great customer service
Inexpensive drinks
Great music (live and dj)
Clean

Con:
bathroom is located outside of the bar (right next door)",2013-07-13 00:55:16
605,301,4.0,"The beer and wings are amazing.. some of the best buffalo sauce you can get. However, my one complaint is that their menu is just too large. They don't specialize enough on things they do really well, and there's a lot of food on there that's ok at best. Also, the chips suck and you can sub them for fries.",2017-05-26 02:06:10
418,85,5.0,"Love this place. Ashlyn always takes great care of everyone! Food is amazing, drinks are great. Patio is so comfy.",2016-06-11 21:33:43
1327,43,1.0,Every time I come in here with my husband out waitress always has a TERRIBLE attitude. The food isn't great either. Oh well,2015-06-01 00:04:23
1201,4,1.0,"Waited an hour  despite a light crowd for a Sat. night for our food which never arrived. The waiter said our order had been lost. Salads never came...I flagged waiter to inquire. No ownership. We got up and left, after waiting over an hour. I say ""Don't bother""!",2017-02-19 19:14:54
494,8,5.0,"I ate here twice for breakfast, awesome. Great stuff like sweet plantains, lox and bagels, great cheese selection and a great hispanic foods area. When I was here last week it was $16 including coffee and juices, that is a great bargain. I unfortunately did not get the chance to have dinner here, but if you can eat breakfast here then absolutely do so.",2013-12-07 00:13:58
1261,28,4.0,"It's a really cute place with overpriced food, great service, and live music. 

Located right in the heart of Old Montreal, my girlfriend and I decided to give it a shot right when they opened on a Friday. We were seated in their covered terrace while the band was setting up. Our server was attentive, kind, and helped us decide what to get.

The drinks were surprisingly strong, especially for noon on a Friday. My Moscow Mule was nice and strong and my girlfriend really enjoyed her smoothie. We ended up sharing the baked goat cheese and the local cheese plate. The goat cheese was wrapped in a flaky pastry and served over a pesto sauce and a red pepper sauce. Really good. The cheese was all local and pretty decent, but it could have been bigger for the price.

You come here for the experience, not really for the food. All in all, a really fun place!",2017-07-20 01:01:45
118,50,5.0,"I've been to many of the Day Clubs in Vegas. Hands down, Encore Beach Club aka EBC is one of the best day clubs you can go to. One of the MAIN reasons why this is one of the best is that they actually have Gaming Tables. Most Day Clubs don't (actually, I don't think any other day clubs have gaming tables, with the exception of XS but that is a nightclub). So if you're a gambler like me, you're gonna want to go here.
Also, If you're going to book a table, I recommend booking the Lilypads. Why? Its on the water so you can chill on your Lilypad and hang out in the water. Best of both worlds in my opinion! You can't order food from your Lilypad but you can order food from the grill and BRING it to your lilypad. So you're good! If you're going to book any tables at EBC, make sure you go through a reputable promoter. I HIGHLY recommend booking with the EBC VIP host Brian Pfeiffer (773) 459-8133 - His cell phone. Just text him! He is AMAZZZINNNGG. He will walk you in, he will make sure you're all good and he will answer all your questions. Just went to Vegas this past weekend and had a blast.",2017-06-27 23:52:19
1301,84,4.0,"VEGAN CHICKEN CAESAR SALAD.

I mean, do I even have to say anything else? 

This dish is so incredibly delectable that it escalates Terrace Pointe Café to the best vegan restaurants list. If you haven't had it, you need to try it. 

PS everything else on the vegan menu is also absurdly delicious. i'm officially obsessed with steve wynn.",2014-08-14 13:43:06
645,58,5.0,Another excellent find on yelp. The food is delicious the staff is friendly. Excellent place to eat. Here on vacation but we will definitely be back.,2017-07-28 19:13:10
313,154,1.0,"We sat at the bar and met the Arrogent Bartender

I asked for horseradish. It took 10 minutes and never came. I had to go around to the other side of the bar and pick it up myself. I think if I was 20 to 30 they would've brought it to me but I'm way older, so they ignored me.",2017-03-27 02:01:58
131,111,3.0,When there again. Figure I give it another shot.well nope same thing happened again another order of burnt toast. I love Denny's I honestly think they are better than IHOP. I'm going to have to find another one to go to.,2017-02-09 13:52:00
283,106,5.0,"Initial thoughts upon sitting down with a beer and hitting my first 15 shots: holy cow, I want to build one of these for myself! 

Getting to the nitty gritty of the review and thinking of the questions people would ask before visiting my review becomes a bit more specific. 

#1 * The wait staff was hired yesterday. Or at least that is the view I had when asking a few very simple questions about the system used here. They seemed to have zero training on the system used and how to operate simple functions. 

#2 * Our waitress was very eager to learn from us what we found out through trying it out. 

#3 * Computer systems down. There were more error screens than you could imagine here. One of the staff even said the app has never worked here. That's pathetic. Get someone on it. 

My review is sounding awfully negative (but it needed to be said, otherwise no one would know what can be improved upon), which doesn't at all reflect my experience here so the rest will be how much fun I had. 

* Our waitress Michelle was amazing. It looks like she only had two tables, so you can't beat a ratio of 1:9. She was constantly making sure we were happy with what was on our table. 

* The music varies a ton! A good thing! I enjoyed listening to the cult classics and party music. 

* OMG The food! The food was top quality. Worth twice what it costs. No joke. 



It is blatantly obvious I'm a bullet/list reviewer so here are my key points. 
*Technology- 6/10 train staff and hire an IT person. 
* Staff- 10/10 Some of the most friendly and eager staff I've seen around. Keep it up. 
* Food- 10/10 Id come here just to eat. Period. 
* Overall experience- 9/10 This place was a blast. I plan on visiting as often as I can when in the area. It is totally worth every penny.",2015-01-03 21:29:38
1259,335,5.0,Great place good play ground but no arsenal fields.,2013-03-27 00:46:25
581,296,4.0,Very lovely place for breakfast. Staff is quick and food is delicious. Great place for kids and families. Their smoothies are amazing and I highly recommend them. Can't wrong here.,2016-10-13 23:59:21
580,188,1.0,"Checked in as a guest of iHeart Radio and the staff at TheHotel aggressively sold us an upgrade to a 2 bedroom suite at the Mandalay. When we arrived at our upgraded suite it was clearly a room they could not have sold otherwise. The room was right over the tram tracks, close to air conditioners and vent fans, and within spitting distance of the parking ramp. The Mandalay staff told us there was nothing they could do and left us staring at at a couple of acres of a rooftop full of air conditioners and listening to traffic, music, and voices from the street. It wouldn't have been so bad if they hadn't SPECIFICALLY told us that the room would be""high up"" in the hotel. BTW, do NOT believe the glowing description of the suites at the Mandalay. At this point I would move to a decent Marriott Courtyard in a blink.

As I type this I'm listening to an air conditioner fan clanging outside the window and really loud music from somewhere. The room is worn and not that clean either. 

You've been warned.",2013-09-20 21:26:44
1098,322,5.0,"Okay. I see what all the rave is about. The food here is awesome. I'd say it's a tad over salty for me, but the flavor's as good as it gets. This gotta be the best meatloaf in the world.",2015-03-05 01:05:20
563,280,2.0,"I have been here 6 times now for breakfast and lunch with both my family and girlfriends. I want to love this place.  

It's just off.  

Sometimes the food was bad...cold green chile pork in a breakfast dish, another time the same pork was in an appetizer that was luke warm.  The flavor was excellent, but clearly BLD is not holding the food at proper temps which is concerning, especially with pork.  I also had an over medium eggs served that had the whites still running clear.  So undercooked and unsafe, I couldn't believe the the kitchen and the server sent it out!

Other times, the service was just OK.  Managers were around, but never stopped by when there was a problem with undercooked or cold food.  Cook times are long. And, I do NOT like the community washroom.  I really don't want to be washing my hands while being stared at by the guy walking out of his room still zipping and adjusting his pants... 

If my girlfriends want to meet there for lunch, I'd reluctantly go again.  Would it be one of my top choices for breakfast with family?  No.",2011-06-29 15:11:32
437,246,3.0,A great stop in Waxhaw. My wife and I frequently come here on a lazy Saturday for dinner (followed by Waxhaw ice cream). Never disappoints. The service has been so-so recently which why I had to give 3 stars instead of 4 or 5. Hopefully that will get back to a higher level soon.,2015-08-19 11:19:57
1052,37,4.0,"Absolutely the best bbq in the state! I hate that it's so far and the wait is out of control. Every time I go I get the brisket and wait 45-90mins to get food. Only other frustrating thing - they sometimes run out of the brisket.
Love the food!!",2017-11-18 21:25:38
1086,148,5.0,"This place is off the charts awesome!  Adorable and surprising setting -in a gas station, no less!!  Everything from the barbecue, to the sides, to even the ranch dressing was beyond excellent!  We will definitely be back very soon!!!!",2017-07-01 22:37:07
571,290,5.0,Hands down best sushi.  Hibachi chefs are excellent and entertaining.  Nice ambiance and friendly staff,2018-02-01 21:18:27
53,50,4.0,"First I want to say that our group had an AMAZING time at Encore Beach!!!!!  BUT, we did end up dropping a ton of cash.  If you read the reviews carefully, you'll notice that the people who had the best time are usually the ones who bought a lily pad, or a couch area.  It was a $500 minimum for the couch area by the blackjack tables, but I'm telling you that it was 100% worth it!  We had a bottle of Vodka and ordered some food and it was yummy :)

There was one UGLY thing about this place though which is why I removed 1 star, and that is that they don't allow ""oversized"" bags or backpacks and force you to check them for $20!!  $20!!!!  It's insane!  It really pissed off our group at first cause there were 2 of us with big bags, but at least they let us put them together for $20 total.  Jerks.....  I'm sure there's some good reason for not having oversized bags, but they didn't tell us.  One other messed up thing that happened is that we were approached by a promoter the night before after leaving XS and he offered us free admission AND a cabana for free.  We were like, hell yes!!  And then we we get to Encore Beach, the guy isn't around and no one would help us and we were stuck paying for the spot ourselves.  We were pretty pissed about that too, but we didn't let it ruin our time and got over it and just ended up paying.

OK, back to the good about this place:  The people are VERY friendly.  Everyone's there to have a good time!  We talked to lots of people and the couple next to us on the couch were awesome!  Overall we just had sooooo much fun!  Great music, dancing in the pool and at our area.  It would not have been as much fun if we didn't pay for that space though.  So suck it up and pay or else stay at your hotel pool (which was also awesome at Aria).",2012-06-26 00:31:09
218,105,3.0,Their reverse happy hour is good if your hungry late in the evening. Usual appetizers. Nothing special.,2011-12-06 04:48:28
1182,70,5.0,"I've been here four times and four times I've ordered the Red Bean Quesadilla. What makes this dish the one I ""go to""? It's the fact that I can get the amazing cheesiness with red beans and no cheese. The drinks are top notch as well. 

It's crowded and busy but it's worth it all.",2018-03-23 20:48:51
425,74,4.0,We took our out of town guests to Top Golf and had a blast. We enjoyed the target golfing experience almost as much as our company. Thanks Top Golf- awesome facility.,2015-05-26 13:13:42
276,59,4.0,"I went here on a Thursday night and had a pretty good experience. The waiter knew the menu inside and out, as well as the cocktails and what items were the best on the menu. Obviously food in Vegas is very overpriced but it was yummy!

Try the chicken biscuits as an appetizer - it only comes with 2 so make sure you get at least two orders. I got the wedge salad with shrimp but the shrimp were way overcooked. Try the bone marrow as an appetizer as well!

They were all out of a shrimp macaroni and cheese, which was the special of the day, so that was unfortunate. Literally a few minutes before that the waiter announced that they had that on the menu and then he had to come back and tell us that they ran out so he should've been a little more prepared. 

It is nice to have a good restaurant inside your hotel but I bet you can find a better place that's cheaper to go to.",2018-05-08 16:34:48
1215,91,5.0,"After somehow agreeing to trek halfway across Montreal to eat lunch at a Vegan restaurant (still in food coma from Liverpool House the night before, see review)  I came to my senses and realized I needed real coffee and dessert made with things like cream or butter. 

 Found this spot thanks to a large number of positive Yelp Reviews.  Turns out they don't take CC but were happy to take our American Dollars.

We ordered three completely different items an all were still warm (it was about 2:30 pm) and delicious - not even a crumb made it out of this boulangerie unless it was in our stomachs.   Coffee also excellent.

Only a short stroll  (couple of blocks0 from a metro stop.  If in the area, I highly recommend it!",2012-11-07 04:12:54
530,148,5.0,Great BBQ while you wait for your car to get washed.  Plus they give a 5 day rain check that is nice in case your car gets dumped on.,2017-11-06 21:35:28
980,47,2.0,I have heard amazing things about this restaurant.  Not sure why everyone loves it so much.  The service was just okay (not horrible) not something you'd expect from a 5 star restaurant.  The biggest let down of all was having to settle for a regular bone in ribeye when I went for the signature dish (the one in all the marketing) 44oz bone in ribeye served on a bed of lobster Mac and cheese.  I was told they were sold out shocking as the restaurant was empty and it was only 6:00.  Skip this place there are many amazing places to eat in Las Vegas!,2014-05-26 02:20:12
100,45,1.0,first off i called and the guy barley spoke any english then i had ordered a pizza and had decided to cancel so 2 minutes later i called and canceled but they still charged my credit card so i called and ask for a refund and they pretty much told me too bad so beware of this and i would suggest romas pizza very good and family owned,2012-02-01 05:36:32
1231,341,5.0,"This is my favorite restaurant in the Las Vegas are.  I have been coming here at least once a month for nearly two years. 

The course starts with a small salad with a delicious peanut based dressing. Next comes the vegetable plate which includes carrots, bamboo shoots, tofu and tofu noodles.  

Next comes the entree.  I almost always order the Jack Beef Shabu Shabu but they offer Sukiyaki and have shrimp, chicken and pork as well.  The Shabu Shabu comes with rice and three dipping sauces (spicy, sesame peanut and ponzu)  The night ends with a perfect scoop of ice cream.

I have tried other Shabu Shabu restaurants in town and have not found any others that compare in taste and service as Shabu Shabu Paradise. I will continue to come here and introduce others to it!",2009-03-03 16:38:36
673,75,4.0,Good place for a quick bite to eat...  Tacos were great and the Bloody Mary was amazing!,2017-10-13 21:17:18
488,268,5.0,"First time was a charm!

After a few years of driving by this place, we stopped in tonight to try it. Glad we did! Food was delicious, and we met the owner/cook, who prepares everything fresh, and by himself. Service was a bit slow, but it was due to the care and personal attention of the owner.

Highlight was the chicken pesto pizza...best I've ever had. Shrimp scampi appetizer was also fantastic. Fresh baked bread was great, as was the Il Forno pizza. Wood-fired crust makes the pies!

We'll be back...soon. Can't wait to try the homemade pastas. Also happy to support a small business.",2016-05-07 04:11:48
887,272,5.0,"This place is probably my favorite restaurant and it has the yummiest food that I have ever been had. The garden chowder is to die for. The people are also really, very helpful. I definitely recommend going here!",2016-07-14 23:17:42
142,111,1.0,"We live near this Denny's and service has been hit or miss so we normally avoid it. I wanted moons over my hammy so we went to Denny's and my husband even expressed his concern. I should have listened. There was one table with 2 people at it, at 9pm at night, that should have told us everything. We stood up front waiting to be seated, there was no one around to seat us. Then a waitress walked through the back and looked at us, I thought for sure she was coming up front. Wrong. She walked back and forth, didn't acknowledge our presence. Then a manager walked into the same area, looked at us and didn't smile, didn't say I'll be right with you, nothing. He turned around and started talking to the girl about some issue in the kitchen. He completely ignored the fact we were there. At that point we left. We went across the street to Village Inn (full parking lot btw). Imagine when walked in we were greeted and told they would be right with us. The manager saw us and immediately went to try and seat us while he was in the middle of something. I'm done with the Denny's. You have sealed the deal I won't be back and with the way things looked the restaurant sales won't keep you in business either.",2016-05-19 04:33:26
41,39,5.0,I am never disappointed with this place. I've yet to eat at the restaurant but the ahi bar is amazing! I always come in to get the spicy ahi bowl and a few sides of ahi. So yummy!,2014-06-27 22:32:52
